Unique Order Identifier,Order Complexity,Supplier,Unique Product Identifier,Planned Year,Planned Month,Planned Quarter,Planned Day,Planned Weekday,Delivery Delay,Delivery Status,Ordered Quantity,Arrival Year,Arrival Month,Arrival Quarter,Arrival Day,Arrival Weekday,Delivered Quantity,Delivery_Delay_Days,Status,Quantity Difference,Quantity Status
11113477-11,21,26354807,122400000078700,2023,10,4,2,0,2,too late,1.0,2023,10,4,4,2,1.0,2,late,0.0,exact
11113477-12,21,26354807,122400000024301,2023,10,4,4,2,0,on time,2.0,2023,10,4,4,2,2.0,0,on_time,0.0,exact
11113477-13,21,26354807,122400000029501,2023,10,4,4,2,0,on time,2.0,2023,10,4,4,2,2.0,0,on_time,0.0,exact
11113477-14,21,26354807,122400000006800,2023,10,4,4,2,0,on time,5.0,2023,10,4,4,2,5.0,0,on_time,0.0,exact
11113477-15,21,26354807,122400000046000,2023,10,4,4,2,0,on time,6.0,2023,10,4,4,2,6.0,0,on_time,0.0,exact
11113477-16,21,26354807,122400000064200,2023,10,4,4,2,0,on time,12.0,2023,10,4,4,2,12.0,0,on_time,0.0,exact
11113477-17,21,26354807,122400000007400,2023,10,4,4,2,0,on time,1.0,2023,10,4,4,2,1.0,0,on_time,0.0,exact
11113477-18,21,26354807,122400000009201,2023,10,4,4,2,0,on time,2.0,2023,10,4,4,2,2.0,0,on_time,0.0,exact
11113477-19,21,26354807,122400000064400,2023,10,4,2,0,2,too late,2.0,2023,10,4,4,2,2.0,2,late,0.0,exact
11113477-20,21,26354807,122400000044200,2023,10,4,4,2,0,on time,4.0,2023,10,4,4,2,4.0,0,on_time,0.0,exact
11113477-21,21,26354807,33600070300,2023,10,4,4,2,0,on time,2.0,2023,10,4,4,2,2.0,0,on_time,0.0,exact
11113478-1,1,97322756,126220000057700,2023,9,3,27,2,1,too late,1.0,2023,9,3,28,3,1.0,1,late,0.0,exact
11113479-1,2,61086311,38600050000,2023,10,4,2,0,2,too late,1.0,2023,10,4,4,2,1.0,2,late,0.0,exact
11113479-2,2,61086311,38600070000,2023,10,4,2,0,-13,too early,1.0,2023,9,3,19,1,1.0,-13,early,0.0,exact
11113480-1,1,4919243,125800000013100,2023,10,4,2,0,-3,too early,25.0,2023,9,3,29,4,25.0,-3,early,0.0,exact
11113481-1,2,13373097,125700000006100,2023,10,4,2,0,2,too late,3.0,2023,10,4,4,2,3.0,2,late,0.0,exact
11113481-2,2,13373097,123900000031000,2023,10,4,2,0,-11,too early,1.0,2023,9,3,21,3,1.0,-11,early,0.0,exact
11113482-1,4,41316462,122900000002500,2023,10,4,4,2,0,on time,100.0,2023,10,4,4,2,100.0,0,on_time,0.0,exact
11113482-2,4,41316462,124700000024700,2023,10,4,4,2,0,on time,103.0,2023,10,4,4,2,103.0,0,on_time,0.0,exact
11113482-3,4,41316462,222900000012100,2023,10,4,4,2,0,on time,100.0,2023,10,4,4,2,100.0,0,on_time,0.0,exact
11113482-4,4,41316462,9999,2023,10,4,4,2,1,too late,100.0,2023,10,4,5,3,100.0,1,late,0.0,exact
11113483-1,1,37949650,124600000001900,2023,10,4,2,0,-69,too early,36.0,2023,7,3,25,1,36.0,-69,early,0.0,exact
11113484-1,1,16925069,126220000062400,2023,10,4,2,0,2,too late,3.0,2023,10,4,4,2,3.0,2,late,0.0,exact
11113485-1,3,8445337,122400000080400,2023,9,3,4,0,8,too late,18.2,2023,9,3,12,1,18.2,8,late,0.0,exact
11113485-2,3,8445337,122400000038100,2023,9,3,4,0,8,too late,5.0,2023,9,3,12,1,5.0,8,late,0.0,exact
11113485-3,3,8445337,122400181721704,2023,9,3,4,0,8,too late,5.0,2023,9,3,12,1,5.0,8,late,0.0,exact
11113486-1,4,57496158,999,2023,8,3,11,4,-4,too early,1.0,2023,8,3,7,0,1.0,-4,early,0.0,exact
11113486-2,4,57496158,999,2023,7,3,24,0,-4,too early,10.0,2023,7,3,20,3,10.0,-4,early,0.0,exact
11113486-3,4,57496158,999,2023,7,3,24,0,-4,too early,20.0,2023,7,3,20,3,20.0,-4,early,0.0,exact
11113486-4,4,57496158,999,2023,7,3,24,0,-4,too early,3.0,2023,7,3,20,3,3.0,-4,early,0.0,exact
11113487-1,1,23132110,124700000004500,2023,7,3,24,0,1,too late,100.0,2023,7,3,25,1,100.0,1,late,0.0,exact
11113490-1,1,26354807,999 SG,2023,7,3,28,4,0,on time,1.0,2023,7,3,28,4,1.0,0,on_time,0.0,exact
11113491-1,1,11717204,999,2023,7,3,24,0,24,too late,1.0,2023,8,3,17,3,1.0,24,late,0.0,exact
11113495-1,1,33626981,123900000037600,2023,7,3,31,0,7,too late,1.0,2023,8,3,7,0,1.0,7,late,0.0,exact
11113496-1,1,57406654,27000600000,2024,3,1,4,0,0,on time,250.0,2024,3,1,4,0,250.0,0,on_time,0.0,exact
11113497-1,2,22740983,23101081101,2024,3,1,26,1,-4,too early,75.0,2024,3,1,22,4,75.0,-4,early,0.0,exact
11113497-2,2,22740983,23101080001,2024,3,1,26,1,-4,too early,75.0,2024,3,1,22,4,75.0,-4,early,0.0,exact
11113498-1,2,54778374,99700100000,2023,8,3,9,2,-1,too early,6.0,2023,8,3,8,1,6.0,-1,early,0.0,exact
11113498-2,2,54778374,99700110000,2023,9,3,12,1,7,too late,4.0,2023,9,3,19,1,4.0,7,late,0.0,exact
11113499-1,3,78621399,125500000064300,2023,9,3,4,0,0,on time,2.0,2023,9,3,4,0,2.0,0,on_time,0.0,exact
11113499-2,3,78621399,125500000064300,2023,10,4,2,0,2,too late,2.0,2023,10,4,4,2,2.0,2,late,0.0,exact
11113499-3,3,78621399,125500000064300,2023,11,4,6,0,0,on time,2.0,2023,11,4,6,0,2.0,0,on_time,0.0,exact
11113501-1,4,57496158,999,2023,8,3,17,3,0,on time,3.0,2023,8,3,17,3,3.0,0,on_time,0.0,exact
11113501-2,4,57496158,999,2023,8,3,17,3,0,on time,5.0,2023,8,3,17,3,5.0,0,on_time,0.0,exact
11113501-3,4,57496158,999,2023,8,3,17,3,0,on time,10.0,2023,8,3,17,3,10.0,0,on_time,0.0,exact
11113501-4,4,57496158,999,2023,8,3,17,3,0,on time,1.0,2023,8,3,17,3,1.0,0,on_time,0.0,exact
11113502-1,1,49485368,9999,2023,8,3,7,0,4,too late,1.0,2023,8,3,11,4,1.0,4,late,0.0,exact
11113503-1,4,5081524,9999,2023,8,3,14,0,4,too late,1.0,2023,8,3,18,4,1.0,4,late,0.0,exact
11113503-2,4,5081524,9999,2023,8,3,14,0,4,too late,2.0,2023,8,3,18,4,2.0,4,late,0.0,exact
11113503-3,4,5081524,9999,2023,8,3,14,0,38,too late,2.0,2023,9,3,21,3,2.0,38,late,0.0,exact
11113503-4,4,5081524,9999,2023,8,3,14,0,4,too late,4.0,2023,8,3,18,4,4.0,4,late,0.0,exact
11113504-1,1,20819856,125500000280600,2023,8,3,31,3,0,on time,1.0,2023,8,3,31,3,1.0,0,on_time,0.0,exact
11113505-1,1,50934703,9999,2023,8,3,15,1,1,too late,1.0,2023,8,3,16,2,1.0,1,late,0.0,exact
11113506-1,9,20819856,122800000013400,2024,1,1,8,0,1,too late,2.0,2024,1,1,9,1,2.0,1,late,0.0,exact
11113506-2,9,20819856,125500000049000,2024,1,1,8,0,1,too late,1.0,2024,1,1,9,1,1.0,1,late,0.0,exact
11113506-3,9,20819856,125500000052800,2024,1,1,8,0,1,too late,1.0,2024,1,1,9,1,1.0,1,late,0.0,exact
11113506-4,9,20819856,122800000017600,2024,1,1,8,0,1,too late,2.0,2024,1,1,9,1,2.0,1,late,0.0,exact
11113506-5,9,20819856,125500000051200,2024,1,1,8,0,1,too late,3.0,2024,1,1,9,1,3.0,1,late,0.0,exact
11113506-6,9,20819856,28000391100,2024,1,1,8,0,1,too late,20.0,2024,1,1,9,1,20.0,1,late,0.0,exact
11113506-7,9,20819856,11421180507800,2024,1,1,8,0,1,too late,1.0,2024,1,1,9,1,1.0,1,late,0.0,exact
11113506-8,9,20819856,125500000063500,2024,1,1,8,0,-21,too early,1.0,2023,12,4,18,0,1.0,-21,early,0.0,exact
11113506-9,9,20819856,125500000051200,2024,1,1,8,0,1,too late,2.0,2024,1,1,9,1,2.0,1,late,0.0,exact
11113640-3,3,54778374,99700100000,2024,1,1,8,0,7,too late,5.0,2024,1,1,15,0,5.0,7,late,0.0,exact
11113642-1,5,22820636,125700000024301,2024,1,1,8,0,4,too late,1.0,2024,1,1,12,4,1.0,4,late,0.0,exact
11113642-2,5,22820636,125700000016701,2024,1,1,8,0,4,too late,1.0,2024,1,1,12,4,1.0,4,late,0.0,exact
11113642-3,5,22820636,125700000019800,2024,1,1,8,0,4,too late,1.0,2024,1,1,12,4,1.0,4,late,0.0,exact
11113642-4,5,22820636,9999,2024,1,1,8,0,4,too late,1.0,2024,1,1,12,4,1.0,4,late,0.0,exact
11113642-5,5,22820636,125700000016701,2024,1,1,29,0,7,too late,1.0,2024,2,1,5,0,1.0,7,late,0.0,exact
11113643-1,7,57496158,999,2024,1,1,15,0,-6,too early,2.0,2024,1,1,9,1,2.0,-6,early,0.0,exact
11113643-2,7,57496158,999,2024,1,1,15,0,-6,too early,1.0,2024,1,1,9,1,1.0,-6,early,0.0,exact
11113643-3,7,57496158,999,2024,1,1,15,0,-6,too early,3.0,2024,1,1,9,1,3.0,-6,early,0.0,exact
11113643-4,7,57496158,999,2024,1,1,15,0,-6,too early,5.0,2024,1,1,9,1,5.0,-6,early,0.0,exact
11113643-5,7,57496158,999,2023,1,1,15,6,359,too late,2.0,2024,1,1,9,1,2.0,359,late,0.0,exact
11113643-6,7,57496158,999,2024,1,1,15,0,-6,too early,10.0,2024,1,1,9,1,10.0,-6,early,0.0,exact
11113643-7,7,57496158,999,2024,3,1,22,4,-1,too early,5.0,2024,3,1,21,3,5.0,-1,early,0.0,exact
11113644-1,1,57496158,999,2024,1,1,2,1,6,too late,2.0,2024,1,1,8,0,2.0,6,late,0.0,exact
11113645-1,1,57496158,999,2024,1,1,19,4,-7,too early,1.0,2024,1,1,12,4,1.0,-7,early,0.0,exact
11113646-1,2,20819856,125600000012500,2024,1,1,29,0,1,too late,1.0,2024,1,1,30,1,1.0,1,late,0.0,exact
11113646-2,2,20819856,125600000016000,2024,1,1,29,0,1,too late,2.0,2024,1,1,30,1,2.0,1,late,0.0,exact
11113648-1,4,97322756,126220000060600,2024,2,1,29,3,4,too late,1.0,2024,3,1,4,0,1.0,4,late,0.0,exact
11113648-2,4,97322756,126220000062900,2024,2,1,29,3,4,too late,1.0,2024,3,1,4,0,1.0,4,late,0.0,exact
11113648-3,4,97322756,126220000035801,2024,2,1,19,0,14,too late,1.0,2024,3,1,4,0,1.0,14,late,0.0,exact
11113648-4,4,97322756,126220000058600,2024,2,1,29,3,4,too late,3.0,2024,3,1,4,0,3.0,4,late,0.0,exact
11113649-1,1,16925069,126220000018900,2024,2,1,12,0,9,too late,3.0,2024,2,1,21,2,3.0,9,late,0.0,exact
11113650-1,1,12724361,307610012000500,2024,1,1,29,0,18,too late,1.0,2024,2,1,16,4,1.0,18,late,0.0,exact
21130943-1,3,86259050,405020000684501,2023,4,2,3,0,0,on time,10.0,2023,4,2,3,0,10.0,0,on_time,0.0,exact
21130943-2,3,86259050,405020000684501,2023,4,2,3,0,0,on time,12.0,2023,4,2,3,0,12.0,0,on_time,0.0,exact
21130943-3,3,86259050,405020000684501,2023,4,2,3,0,0,on time,3.0,2023,4,2,3,0,3.0,0,on_time,0.0,exact
21130944-1,1,86259050,405020000684501,2023,4,2,17,0,-11,too early,6.0,2023,4,2,6,3,6.0,-11,early,0.0,exact
21130945-1,1,12724361,201020901004100,2023,5,2,1,0,-3,too early,45.0,2023,4,2,28,4,45.0,-3,early,0.0,exact
21130946-1,8,52391922,REIHENKLEM M10,2023,8,3,7,0,-3,too early,500.0,2023,8,3,4,4,500.0,-3,early,0.0,exact
21130946-2,8,52391922,222800000010600,2023,10,4,2,0,-3,too early,200.0,2023,9,3,29,4,200.0,-3,early,0.0,exact
21130946-3,8,52391922,222800000010400,2023,10,4,2,0,-3,too early,150.0,2023,9,3,29,4,150.0,-3,early,0.0,exact
21130946-4,8,52391922,222800000009400,2023,10,4,2,0,9,too late,600.0,2023,10,4,11,2,600.0,9,late,0.0,exact
21130946-5,8,52391922,422807301211300,2023,7,3,24,0,-3,too early,30.0,2023,7,3,21,4,30.0,-3,early,0.0,exact
21130946-6,8,52391922,222800000003500,2023,7,3,24,0,-3,too early,30.0,2023,7,3,21,4,30.0,-3,early,0.0,exact
21130946-7,8,52391922,224900000011600,2023,10,4,2,0,-3,too early,100.0,2023,9,3,29,4,100.0,-3,early,0.0,exact
21130946-8,8,52391922,224900000000600,2023,10,4,2,0,-3,too early,100.0,2023,9,3,29,4,100.0,-3,early,0.0,exact
21130947-1,1,41316462,224700000029600,2023,6,2,13,1,1,too late,508.0,2023,6,2,14,2,508.0,1,late,0.0,exact
21130949-1,3,44912750,222900000025000,2023,8,3,7,0,2,too late,50.0,2023,8,3,9,2,50.0,2,late,0.0,exact
21130949-2,3,44912750,222900000024500,2023,8,3,7,0,2,too late,100.0,2023,8,3,9,2,100.0,2,late,0.0,exact
21130949-3,3,44912750,222900000002900,2023,11,4,20,0,2,too late,100.0,2023,11,4,22,2,100.0,2,late,0.0,exact
21130951-1,1,9308689,226300000011300,2023,5,2,1,0,2,too late,5000.0,2023,5,2,3,2,5000.0,2,late,0.0,exact
21130952-1,1,9308689,226300000012200,2023,5,2,1,0,2,too late,10000.0,2023,5,2,3,2,18000.0,2,late,8000.0,over delivered
21130953-1,3,29404253,125300000001300,2023,4,2,12,2,1,too late,10.0,2023,4,2,13,3,10.0,1,late,0.0,exact
21130953-2,3,29404253,226100000041300,2023,4,2,13,3,0,on time,600.0,2023,4,2,13,3,600.0,0,on_time,0.0,exact
21130953-3,3,29404253,426506120002800,2023,6,2,22,3,-3,too early,30.0,2023,6,2,19,0,30.0,-3,early,0.0,exact
21130954-1,1,70635472,423400530210100,2023,5,2,1,0,4,too late,59.7,2023,5,2,5,4,59.7,4,late,0.0,exact
21130955-1,5,34569908,223400000031200,2023,7,3,24,0,1,too late,2.4,2023,7,3,25,1,2.4,1,late,0.0,exact
21130955-2,5,34569908,222900000002600,2023,10,4,9,0,0,on time,50.0,2023,10,4,9,0,50.0,0,on_time,0.0,exact
21130955-3,5,34569908,226100000002400,2023,10,4,9,0,0,on time,25.0,2023,10,4,9,0,25.0,0,on_time,0.0,exact
21130955-4,5,34569908,226100000002300,2023,10,4,9,0,0,on time,20.0,2023,10,4,9,0,20.0,0,on_time,0.0,exact
21130955-5,5,34569908,220900000000300,2023,10,4,9,0,0,on time,5.0,2023,10,4,9,0,5.0,0,on_time,0.0,exact
21130956-1,2,42986849,225300000026500,2023,6,2,26,0,21,too late,50.0,2023,7,3,17,0,50.0,21,late,0.0,exact
21130956-2,2,42986849,223600000013200,2023,8,3,8,1,-6,too early,52.0,2023,8,3,2,2,52.0,-6,early,0.0,exact
21130957-1,1,74156990,212420000077400,2023,7,3,10,0,11,too late,20.0,2023,7,3,21,4,20.0,11,late,0.0,exact
21130958-1,1,74368416,222500000000400,2023,9,3,25,0,4,too late,100.0,2023,9,3,29,4,100.0,4,late,0.0,exact
21130959-1,4,47050887,221850000005800,2023,6,2,12,0,-6,too early,300.0,2023,6,2,6,1,130.0,-6,early,-170.0,under delivered
21130959-2,4,47050887,221850000005900,2023,6,2,12,0,-6,too early,300.0,2023,6,2,6,1,130.0,-6,early,-170.0,under delivered
21130959-3,4,47050887,221850000005800,2023,8,3,14,0,-17,too early,200.0,2023,7,3,28,4,162.0,-17,early,-38.0,under delivered
21130959-4,4,47050887,221850000005900,2023,8,3,14,0,-17,too early,200.0,2023,7,3,28,4,162.0,-17,early,-38.0,under delivered
21130960-1,4,64695884,222420001132400,2023,8,3,2,2,-2,too early,5.0,2023,7,3,31,0,5.0,-2,early,0.0,exact
21130960-2,4,64695884,222420001145900,2023,8,3,2,2,-2,too early,25.0,2023,7,3,31,0,25.0,-2,early,0.0,exact
21130960-3,4,64695884,222410010005900,2023,8,3,2,2,-2,too early,1.0,2023,7,3,31,0,1.0,-2,early,0.0,exact
21130960-4,4,64695884,9999,2023,8,3,2,2,-2,too early,1.0,2023,7,3,31,0,1.0,-2,early,0.0,exact
21130961-1,1,77993243,222410010021800,2023,7,3,10,0,2,too late,12.0,2023,7,3,12,2,12.0,2,late,0.0,exact
21130963-1,4,19752449,223600000022500,2023,6,2,5,0,-12,too early,300.0,2023,5,2,24,2,100.0,-12,early,-200.0,under delivered
21130963-2,4,19752449,223600000030700,2023,6,2,5,0,3,too late,120.0,2023,6,2,8,3,120.0,3,late,0.0,exact
21130963-3,4,19752449,223600000024700,2023,7,3,3,0,1,too late,10.0,2023,7,3,4,1,10.0,1,late,0.0,exact
21130963-4,4,19752449,223600000016500,2023,7,3,3,0,1,too late,100.0,2023,7,3,4,1,100.0,1,late,0.0,exact
21130964-1,2,8217429,222200000000200,2023,5,2,8,0,-4,too early,400.0,2023,5,2,4,3,400.0,-4,early,0.0,exact
21130964-2,2,8217429,222200000000300,2023,5,2,8,0,-4,too early,150.0,2023,5,2,4,3,150.0,-4,early,0.0,exact
21130965-1,1,52351703,224800000001900,2023,11,4,6,0,-5,too early,102.94,2023,11,4,1,2,102.94,-5,early,0.0,exact
21130786-4,6,25260558,223600000017700,2023,8,3,7,0,2,too late,480.0,2023,8,3,9,2,480.0,2,late,0.0,exact
21130786-5,6,25260558,223600000001700,2023,7,3,17,0,-3,too early,100.0,2023,7,3,14,4,100.0,-3,early,0.0,exact
21130786-6,6,25260558,223600000018000,2023,7,3,17,0,-3,too early,100.0,2023,7,3,14,4,100.0,-3,early,0.0,exact
21130787-1,3,25260558,222410010007600,2023,5,2,8,0,1,too late,100.0,2023,5,2,9,1,100.0,1,late,0.0,exact
21130787-2,3,25260558,222700000002800,2023,6,2,12,0,4,too late,5000.0,2023,6,2,16,4,5000.0,4,late,0.0,exact
21130787-3,3,25260558,222700000038500,2023,7,3,10,0,-4,too early,200.0,2023,7,3,6,3,200.0,-4,early,0.0,exact
21130788-1,7,56675799,405020000684501,2023,3,1,13,0,1,too late,1.0,2023,3,1,14,1,1.0,1,late,0.0,exact
21130788-2,7,56675799,405020000684501,2023,3,1,13,0,1,too late,1.0,2023,3,1,14,1,1.0,1,late,0.0,exact
21130788-3,7,56675799,405020000684501,2023,3,1,13,0,1,too late,5.0,2023,3,1,14,1,5.0,1,late,0.0,exact
21130788-4,7,56675799,405020000684501,2023,3,1,13,0,1,too late,10.0,2023,3,1,14,1,10.0,1,late,0.0,exact
21130788-5,7,56675799,405020000684501,2023,3,1,13,0,1,too late,1.0,2023,3,1,14,1,1.0,1,late,0.0,exact
21130788-6,7,56675799,405020000684501,2023,3,1,13,0,1,too late,5.0,2023,3,1,14,1,5.0,1,late,0.0,exact
21130788-7,7,56675799,405020000684501,2023,3,1,27,0,-11,too early,5.0,2023,3,1,16,3,1.0,-11,early,-4.0,under delivered
21130789-1,1,499316,420210021025509,2023,7,3,10,0,4,too late,5.0,2023,7,3,14,4,5.0,4,late,0.0,exact
21130790-1,1,81939955,405020000646001,2023,3,1,6,0,0,on time,2.0,2023,3,1,6,0,2.0,0,on_time,0.0,exact
21130791-1,1,62394697,DICHTUNG 782,2023,6,2,6,1,6,too late,1000.0,2023,6,2,12,0,1000.0,6,late,0.0,exact
21130792-1,2,42986849,421706000010907,2023,5,2,1,0,1,too late,5.08,2023,5,2,2,1,5.08,1,late,0.0,exact
21130792-2,2,42986849,223400000349600,2023,7,3,10,0,7,too late,50.0,2023,7,3,17,0,50.0,7,late,0.0,exact
21130793-1,7,34569908,223400000018600,2023,8,3,7,0,0,on time,100.0,2023,8,3,7,0,100.0,0,on_time,0.0,exact
21130793-2,7,34569908,223400000031200,2023,7,3,10,0,0,on time,3.6,2023,7,3,10,0,3.6,0,on_time,0.0,exact
21130793-3,7,34569908,226100000001200,2023,6,2,1,3,0,on time,200.0,2023,6,2,1,3,200.0,0,on_time,0.0,exact
21130793-4,7,34569908,226100000002300,2023,8,3,7,0,0,on time,50.0,2023,8,3,7,0,50.0,0,on_time,0.0,exact
21130793-5,7,34569908,226100000002400,2023,7,3,10,0,0,on time,25.0,2023,7,3,10,0,25.0,0,on_time,0.0,exact
21130793-6,7,34569908,222900000002800,2023,8,3,7,0,0,on time,0.5,2023,8,3,7,0,0.5,0,on_time,0.0,exact
21130793-7,7,34569908,224900000011700,2023,7,3,10,0,0,on time,100.0,2023,7,3,10,0,100.0,0,on_time,0.0,exact
21130794-1,1,53093344,222700000003100,2023,5,2,8,0,14,too late,1000.0,2023,5,2,22,0,1000.0,14,late,0.0,exact
21130795-1,2,29404253,426100023030139,2023,3,1,20,0,-3,too early,100.0,2023,3,1,17,4,100.0,-3,early,0.0,exact
21130795-2,2,29404253,426506120002500,2023,3,1,20,0,4,too late,3.0,2023,3,1,24,4,3.0,4,late,0.0,exact
21130796-1,1,23619698,423408006003200,2023,7,3,10,0,3,too late,120.0,2023,7,3,13,3,120.0,3,late,0.0,exact
21130797-1,5,44912750,222900000019300,2023,8,3,11,4,-2,too early,50.0,2023,8,3,9,2,50.0,-2,early,0.0,exact
21130797-2,5,44912750,422907501002000,2023,3,1,6,0,2,too late,50.0,2023,3,1,8,2,50.0,2,late,0.0,exact
21130797-3,5,44912750,422907501002000,2023,6,2,8,3,-1,too early,50.0,2023,6,2,7,2,50.0,-1,early,0.0,exact
21130797-4,5,44912750,222900000002900,2023,6,2,14,2,0,on time,50.0,2023,6,2,14,2,50.0,0,on_time,0.0,exact
21130797-5,5,44912750,222900000004000,2023,6,2,14,2,0,on time,200.0,2023,6,2,14,2,200.0,0,on_time,0.0,exact
21130798-1,4,52391922,226300000017500,2023,5,2,15,0,-4,too early,200.0,2023,5,2,11,3,200.0,-4,early,0.0,exact
21130798-2,4,52391922,222800000010400,2023,6,2,19,0,-4,too early,50.0,2023,6,2,15,3,50.0,-4,early,0.0,exact
21130798-3,4,52391922,222800000020600,2023,6,2,19,0,-4,too early,25.0,2023,6,2,15,3,25.0,-4,early,0.0,exact
21130798-4,4,52391922,KLEM HDFK10,2023,5,2,15,0,-4,too early,150.0,2023,5,2,11,3,150.0,-4,early,0.0,exact
21130800-1,1,37163875,224900000011800,2023,5,2,15,0,-55,too early,100.0,2023,3,1,21,1,100.0,-55,early,0.0,exact
21130801-1,1,37163875,226100000008100,2023,8,3,7,0,-132,too early,100.0,2023,3,1,28,1,100.0,-132,early,0.0,exact
21130802-1,1,75253300,723800000000700,2023,5,2,15,0,0,on time,20.0,2023,5,2,15,0,20.0,0,on_time,0.0,exact
21130804-1,1,50746990,405020000646001,2023,3,1,13,0,7,too late,2.0,2023,3,1,20,0,2.0,7,late,0.0,exact
21130805-1,1,22312867,220510000000300,2023,6,2,19,0,-18,too early,264.0,2023,6,2,1,3,264.0,-18,early,0.0,exact
21130806-1,5,89365323,405020000685001,2023,3,1,13,0,-4,too early,60.0,2023,3,1,9,3,60.0,-4,early,0.0,exact
21130806-2,5,89365323,405020000685001,2023,3,1,13,0,-4,too early,5.0,2023,3,1,9,3,5.0,-4,early,0.0,exact
21130806-3,5,89365323,405020000685001,2023,3,1,13,0,-4,too early,1.0,2023,3,1,9,3,1.0,-4,early,0.0,exact
21130806-4,5,89365323,9999,2023,3,1,13,0,-4,too early,1.0,2023,3,1,9,3,1.0,-4,early,0.0,exact
21130806-5,5,89365323,9999,2023,3,1,13,0,-4,too early,1.0,2023,3,1,9,3,1.0,-4,early,0.0,exact
21130807-1,5,51744390,220210000003800,2023,7,3,10,0,0,on time,5000.0,2023,7,3,10,0,5000.0,0,on_time,0.0,exact
21130807-2,5,51744390,220210000002000,2023,7,3,3,0,1,too late,10000.0,2023,7,3,4,1,10000.0,1,late,0.0,exact
21130807-3,5,51744390,220210000003000,2023,6,2,19,0,-5,too early,10000.0,2023,6,2,14,2,10000.0,-5,early,0.0,exact
21130807-4,5,51744390,221850122125600,2023,6,2,5,0,4,too late,101.0,2023,6,2,9,4,101.0,4,late,0.0,exact
21130807-5,5,51744390,221850122124500,2023,6,2,5,0,4,too late,101.0,2023,6,2,9,4,101.0,4,late,0.0,exact
21130808-1,2,49166303,220400000006100,2023,5,2,8,0,2,too late,369.7,2023,5,2,10,2,369.7,2,late,0.0,exact
21130808-2,2,49166303,220400000006100,2023,6,2,19,0,16,too late,436.15,2023,7,3,5,2,436.15,16,late,0.0,exact
21130809-1,2,49166303,220400000002800,2023,8,3,7,0,2,too late,112.55,2023,8,3,9,2,112.55,2,late,0.0,exact
21130809-2,2,49166303,420400320011200,2023,6,2,12,0,23,too late,318.3,2023,7,3,5,2,318.3,23,late,0.0,exact
21130810-1,3,26683828,121610000000600,2023,5,2,29,0,-3,too early,75.0,2023,5,2,26,4,75.0,-3,early,0.0,exact
21130810-2,3,26683828,121610000001500,2023,5,2,29,0,-3,too early,50.0,2023,5,2,26,4,50.0,-3,early,0.0,exact
21130810-3,3,26683828,126100000031000,2023,5,2,29,0,-3,too early,125.0,2023,5,2,26,4,125.0,-3,early,0.0,exact
21130811-1,1,17368330,723410000001300,2023,6,2,19,0,-13,too early,2.06,2023,6,2,6,1,2.06,-13,early,0.0,exact
21130812-1,3,37796850,222410010039800,2023,7,3,3,0,0,on time,600.0,2023,7,3,3,0,600.0,0,on_time,0.0,exact
21130812-2,3,37796850,222410010039800,2024,4,2,30,1,8,too late,990.0,2024,5,2,8,2,990.0,8,late,0.0,exact
21130812-3,3,37796850,222410010039800,2024,4,2,30,1,-190,too early,354.0,2023,10,4,23,0,10.0,-190,early,-344.0,under delivered
21130813-1,1,68595939,222420001139300,2023,7,3,17,0,-3,too early,10.0,2023,7,3,14,4,10.0,-3,early,0.0,exact
21130814-1,1,70839178,224900000003000,2023,3,1,13,0,1,too late,1000.0,2023,3,1,14,1,1000.0,1,late,0.0,exact
21130815-1,1,59214096,226500068510600,2023,3,1,16,3,-6,too early,1.0,2023,3,1,10,4,1.0,-6,early,0.0,exact
21130816-1,2,63977142,721100000001300,2023,3,1,16,3,0,on time,12.0,2023,3,1,16,3,12.0,0,on_time,0.0,exact
21130816-2,2,63977142,721100000001100,2023,3,1,16,3,0,on time,12.0,2023,3,1,16,3,12.0,0,on_time,0.0,exact
21130818-1,1,42986849,222410010036200,2023,3,1,6,0,3,too late,3.0,2023,3,1,9,3,3.0,3,late,0.0,exact
21130819-1,1,41316462,224800000008100,2023,3,1,21,1,0,on time,300.0,2023,3,1,21,1,300.0,0,on_time,0.0,exact
21130820-1,1,9308689,226300000011000,2023,3,1,13,0,2,too late,10000.0,2023,3,1,15,2,24000.0,2,late,14000.0,over delivered
21130821-1,2,21635753,405020000630101,2023,3,1,20,0,0,on time,1.0,2023,3,1,20,0,1.0,0,on_time,0.0,exact
21130821-2,2,21635753,405020000630101,2023,3,1,20,0,0,on time,2.0,2023,3,1,20,0,2.0,0,on_time,0.0,exact
21130822-1,7,54051126,224800000001000,2023,8,3,21,0,11,too late,15.66,2023,9,3,1,4,15.66,11,late,0.0,exact
21130822-2,7,54051126,224800000054000,2023,8,3,14,0,-3,too early,154.5,2023,8,3,11,4,154.5,-3,early,0.0,exact
21130822-3,7,54051126,224800000053900,2023,6,2,5,0,14,too late,101.8,2023,6,2,19,0,101.8,14,late,0.0,exact
21130822-4,7,54051126,224800000053900,2023,10,4,23,0,2,too late,102.5,2023,10,4,25,2,102.5,2,late,0.0,exact
21130822-5,7,54051126,405020000540901,2023,6,2,5,0,14,too late,3.0,2023,6,2,19,0,3.0,14,late,0.0,exact
21130822-6,7,54051126,405020000540901,2023,8,3,21,0,11,too late,3.0,2023,9,3,1,4,3.0,11,late,0.0,exact
